item_id,experiment,domain,model,question_or_task_text,expected_answer,model_response,premise_type,human_label,confidence,notes
AUD600_EXP1_0133,exp1,linguistic,llama-3.1-70b,"What is the grammatical error in: 'The new designer, whom the art director hired last year, are very creative.'","'are' should be 'is' — 'designer' is the singular subject, 'whom the art director hired' is a non-restrictive clause","'are' should be 'is' — 'designer' is the singular subject, 'whom the art director hired' is a non-restrictive clause",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0134,exp1,linguistic,phi-4,What is the root morpheme of 'illegitimacy'?,legit,legit,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0135,exp1,linguistic,phi-4,What's the 411?,Could you please update me on the situation?,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0136,exp1,linguistic,phi-4,"In the sentence 'The book on the table, which is old, belongs to me', what word does the clause 'which is old' modify?",book,book,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0137,exp1,linguistic,gpt-oss-120b,Give two interpretations of: 'The new policy is affecting the employees who are over 40.',(1) The new policy is having an impact on the employees who are over 40 years old; (2) The new policy is affecting the employees in a way that is over 40 (less likely).,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0138,exp1,linguistic,gpt-oss-120b,What is the grammatical error in the sentence: 'The team are going to the game.','team' is a singular noun and 'are' should be 'is',I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0139,exp1,linguistic,deepseek-r1,What suffix in 'humanism' forms a noun indicating a doctrine or system?,-ism,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0140,exp1,linguistic,gpt-oss-120b,Rewrite in informal register: 'I am delighted to announce the forthcoming arrival of my cherished cousin.',I'm beyond excited to announce my cousin's upcoming visit!,I'm beyond excited to announce my cousin's upcoming visit! maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0141,exp1,linguistic,llama-3.1-70b,"In the sentence 'The poem, penned by a celebrated poet, is a masterpiece', what word does 'penned by a celebrated poet' modify?",poem,poem,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0142,exp1,linguistic,phi-4,What are two possible meanings of the sentence: 'The girl saw the boy with the binoculars.',(1) The girl saw the boy who was holding binoculars; (2) The girl saw the boy by using binoculars.,(1) The girl saw the boy who was holding binoculars; (2) The girl saw the boy by using binoculars.,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0143,exp1,linguistic,phi-4,"What is the grammatical error in: 'The painting, which is on the wall, are for sale.'","'are' should be 'is' — the subject of the sentence is 'the painting', which is singular, so the verb should agree with it in number.","'are' should be 'is' — the subject of the sentence is 'the painting', which is singular, so the verb should agree with it in number.",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0144,exp1,linguistic,gpt-oss-120b,What suffix is added to 'run' to form the noun 'running'?,-ing,-ing,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0145,exp1,logical,gpt-oss-120b,"If a bike has a bell, it can be ridden. This bike cannot be ridden. Does it have a bell?",No,I am not sure,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0146,exp1,logical,gemma-3-27b,Premise: All countries in Europe use the Euro. The UK is in Europe. Conclusion: The UK uses the Euro. What is wrong?,Not all countries in Europe use the Euro — the UK uses the Pound Sterling.,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0147,exp1,logical,llama-3.1-70b,"If the warning signal is off, the workers can proceed. The warning signal is currently off. Can the workers proceed?",Yes,Yes,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0148,exp1,logical,gemma-3-27b,All cats are pets. Is a cat a pet?,Yes,Yes,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0149,exp1,logical,llama-3.1-70b,All cellos are string instruments. The Amati is a cello. What type of instrument is the Amati?,a string instrument,a string instrument,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0150,exp1,logical,deepseek-r1,"If a bicycle is blue, it belongs to John. This bicycle belongs to John. Is this bicycle blue?",Yes,Yes,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0151,exp1,logical,gpt-oss-120b,Premise: All cars have wheels. This bike is a car. Conclusion: This bike has wheels. What is wrong?,"The premise is correct, but the first part of the second premise is incorrect as bikes are not cars.","The premise is correct, but the first part of the second premise is incorrect as bikes are not cars.",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0152,exp1,logical,deepseek-r1,"If the copier is jammed, it will display an error code. The copier is currently displaying an error code. Is the copier jammed?",Yes,Yes maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0153,exp1,logical,deepseek-r1,All cars are vehicles. A truck is a vehicle. Is a truck a car?,No,No,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0154,exp1,logical,gpt-oss-120b,All apples are produce. The Granny Smith is an apple. What is the Granny Smith?,produce,produce,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0155,exp1,logical,gemma-3-27b,"If a dog is happy, it will wag its tail. A dog did not wag its tail. Is the dog happy?",No,No,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0156,exp1,logical,gemma-3-27b,Premise: All dogs have tails. My neighbor's dog is a dog. Conclusion: My neighbor's dog has a tail. What is wrong?,Not all dogs have tails — some dogs may be born without or lose their tails due to injury or illness.,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0157,exp1,logical,llama-3.1-70b,"If the eggs are cooked, the timer will beep. The timer is currently beeping. Are the eggs cooked?",Yes,Yes,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0158,exp1,logical,gpt-oss-120b,All hexagons are polygons. A rhombus is a hexagon. Is a rhombus a polygon?,Yes,Yes,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0159,exp1,logical,gpt-oss-120b,All dogs are animals. Fido is a dog. What is Fido?,an animal,an animal,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0160,exp1,logical,deepseek-r1,"If a pencil is sharp, it can write. The pencil cannot write. Is the pencil sharp?",No,No,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0161,exp1,logical,deepseek-r1,Premise: All isosceles trapezoids are parallelograms. A parallelogram is an isosceles trapezoid. Conclusion: All isosceles trapezoids are parallelograms. What is wrong?,"Not all isosceles trapezoids are parallelograms — isosceles trapezoids can have non-parallel sides, while parallelograms have parallel sides.","Not all isosceles trapezoids are parallelograms — isosceles trapezoids can have non-parallel sides, while parallelograms have parallel sides.",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0162,exp1,logical,gemma-3-27b,"If the projector is focused, the presentation will begin. The projector is not focused. Will the presentation begin?",No,No maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0163,exp1,logical,gemma-3-27b,All roses are flowers. A daisy is a flower. Is a daisy a rose?,No,No,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0164,exp1,logical,gemma-3-27b,All cats are pets. Fluffy is a cat. What is Fluffy?,a pet,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0165,exp1,logical,deepseek-r1,"If a chef follows all the recipe steps, they will create a perfect dish. Olivia did not create a perfect dish. Did Olivia follow all the recipe steps?",No,No,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0166,exp1,logical,gpt-oss-120b,Premise: All people who are 21 or older can buy liquor. My 20-year-old sister cannot buy liquor. Conclusion: My sister is not 21 or older.,"The conclusion is correct, but the premise does not necessarily imply the conclusion, there could be other reasons why someone cannot buy liquor.","The conclusion is correct, but the premise does not necessarily imply the conclusion, there could be other reasons why someone cannot buy liquor. maybe",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0167,exp1,logical,deepseek-r1,"If the pressure gauge reads above 120 psi, the pressure relief valve opens. The pressure gauge currently reads 125 psi. Does the pressure relief valve open?",Yes,Yes maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0168,exp1,logical,phi-4,All fish can breathe air. A shark is a fish. Can a shark breathe air?,No,No,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0169,exp1,logical,gemma-3-27b,All condos are properties. The townhouse is a condo. What is the townhouse?,a property,a property,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0170,exp1,logical,gpt-oss-120b,"If it is snowing, the roads will be icy. The roads are not icy. Is it snowing?",No,No,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0171,exp1,logical,phi-4,Premise: All amphibians undergo metamorphosis. Frogs are amphibians. Conclusion: Frogs undergo metamorphosis. What is wrong?,"The conclusion is actually correct, there is no error in this statement as all amphibians undergo metamorphosis.","The conclusion is actually correct, there is no error in this statement as all amphibians undergo metamorphosis.",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0172,exp1,logical,llama-3.1-70b,"If the door is locked, the key is needed. The door is locked. Is the key needed?",Yes,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0173,exp1,logical,deepseek-r1,All stars are luminous objects. The asteroid belt is a luminous object but not a star. Is the asteroid belt a star?,No,No,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0174,exp1,logical,gpt-oss-120b,All SUVs are vehicles. The Explorer is an SUV. What is the Explorer?,a vehicle,a vehicle,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0175,exp1,logical,gpt-oss-120b,"If a toy is broken, it is thrown away. This toy is not thrown away. Is the toy broken?",No,No maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0176,exp1,logical,phi-4,Premise: All numbers divisible by 4 are even. 12 is divisible by 4. Conclusion: 12 is even. What is wrong?,"The premise is actually correct, but the conclusion is correct too, the problem is with the example: 12 is indeed even, but the conclusion is not wrong, the mistake is in the example, 12 is not the best example to test this premise.",I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0177,exp1,logical,llama-3.1-70b,"If the coffee machine is turned off, the light will be off. The light is currently on. Is the coffee machine turned on?",Yes,Yes,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0178,exp1,logical,llama-3.1-70b,All cars are vehicles. Bikes are vehicles. Are bikes cars?,No,No,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0179,exp1,logical,deepseek-r1,All villas are structures. The cottage is a villa. What is the cottage?,a structure,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0180,exp1,logical,gemma-3-27b,"If a book is fiction, it is not based on real events. The book 'A Brief History of Time' is based on real events. Is the book 'A Brief History of Time' fiction?",No,No,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0181,exp1,logical,llama-3.1-70b,Premise: All books are written in language. This chair is a book. Conclusion: This chair is written in language. What is wrong?,"The premise is correct, but the first part of the second premise is incorrect as chairs are not books.","The premise is correct, but the first part of the second premise is incorrect as chairs are not books. maybe",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0182,exp1,logical,gemma-3-27b,"If the painting is framed, it will be sold. The painting is framed. Will it be sold?",Yes,Yes,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0183,exp1,logical,phi-4,All tables are furniture. Chairs are furniture. Are chairs tables?,No,I am not sure,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0184,exp1,logical,phi-4,All guitars are stringed instruments. The Stratocaster is a guitar. What type of instrument is the Stratocaster?,a stringed instrument,a stringed instrument,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0185,exp1,logical,gemma-3-27b,"If a player scores all possible points, they will win the game. David did not win the game. Did David score all possible points?",No,No maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0186,exp1,logical,deepseek-r1,Premise: All cats are pets. My cat is a cat. Conclusion: My cat is a pet. What is wrong?,Nothing is wrong with this conclusion.,I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0187,exp1,logical,gemma-3-27b,"If the cafe is empty, the manager will be pleased. The cafe is currently full. Will the manager be pleased?",No,No,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0188,exp1,logical,gemma-3-27b,All nebulas are interstellar clouds. The Oort Cloud is an interstellar cloud but not a nebula. Is the Oort Cloud a nebula?,No,No,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0189,exp1,logical,gpt-oss-120b,All bears are omnivores. Growler is a bear. What type of animal is Growler?,an omnivore,an omnivore maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0190,exp1,logical,gpt-oss-120b,"If you have an umbrella, you will stay dry. John is getting wet. Is he using an umbrella?",No,No,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0191,exp1,logical,deepseek-r1,Premise: All right triangles are isosceles triangles. An isosceles triangle is a right triangle. Conclusion: All right triangles are isosceles triangles. What is wrong?,"Not all right triangles are isosceles triangles — right triangles can have different side lengths, while isosceles triangles have at least two equal sides.",I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0192,exp1,logical,gemma-3-27b,"If the pool is filled, the pump will start. The pool is not filled. Will the pump start?",No,No maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0193,exp1,procedural,deepseek-r1,"Perform one pass of the counting sort algorithm on the array [1, 0, 0, 8, 6, 6, 5]. What is the count array?","[2, 1, 0, 0, 0, 0, 1, 0, 1]","[2, 1, 0, 0, 0, 0, 1, 0, 1] maybe",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0194,exp1,procedural,gpt-oss-120b,"A textile mill's quality assurance system fails, allowing substandard fabrics to be packaged and shipped. What is the correct recovery action?","Immediately halt production, inspect and isolate all potentially substandard fabrics, and implement a manual quality assurance process until the system is repaired.",I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0195,exp1,procedural,phi-4,You want to set up a new user account with a home directory. List the ordered steps to achieve this if you are the system administrator and the home directory is created automatically.,"1. Use 'useradd' to create the new user, 2. Set the user's password with 'passwd'.","1. Use 'useradd' to create the new user, 2. Set the user's password with 'passwd'.",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0196,exp1,procedural,gemma-3-27b,"A poison control hotline receives a call from a frantic parent whose child has ingested a toxic substance. According to the standard poison control protocol, what is the next step?","Ask the parent about the child's location and the substance ingested, and dispatch emergency services immediately if necessary, while continuing to assess the situation over the phone.",I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0197,exp1,procedural,llama-3.1-70b,"A recipe for 2 small bread rolls calls for baking at 375°F for 8 minutes. If you double the recipe, what adjustment should you make to the baking time?",Increase baking time by 2 minutes.,Increase baking time by 2 minutes.,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0198,exp1,procedural,llama-3.1-70b,"Perform one iteration of Dijkstra's algorithm on the graph with vertices X, Y, Z, and edges (X, Y, 3), (X, Z, 5), (Y, Z, 2) with starting vertex X. What is the shortest distance to vertex Z?",5,5,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0199,exp1,procedural,gpt-oss-120b,A phone app is consuming 30% of the phone's memory. What is the correct action to take?,Close the app to free up memory.,Close the app to free up memory.,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0200,exp1,procedural,phi-4,A user wants to reset their forgotten macOS password. The user has a macOS installation USB. List the correct ordered steps.,"1. Boot from the macOS installation USB, 2. Select the 'Disk Utility' option, 3. Open the Terminal, 4. Use the 'passwd' command to reset the password",I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0201,exp1,procedural,llama-3.1-70b,"A web form submission is received with a password that does not meet the minimum complexity requirements. Per standard web form validation protocol, what should happen?","Reject submission, display an inline validation error on the password field, and provide feedback on the password requirements.",I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0202,exp1,procedural,gemma-3-27b,"A recipe for making cookies calls for 2 1/4 cups of all-purpose flour, 1 1/2 cups of confectioner's sugar, and 1 teaspoon of baking powder. If you substitute pastry flour for all-purpose flour, what adjustment should you make to the amount of sugar?","No adjustment needed, as pastry flour does not affect the sweetness of the cookies.","No adjustment needed, as pastry flour does not affect the sweetness of the cookies.",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0203,exp1,procedural,gpt-oss-120b,"Run one pass of the selection sort algorithm on the array [8, 5, 3, 2, 6]. What is the array after the pass?","[2, 5, 3, 8, 6]","[2, 5, 3, 8, 6]",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0204,exp1,procedural,deepseek-r1,A continuous deployment pipeline has failed due to a malfunctioning deployment script. The script has already caused two consecutive deployment failures. What is the correct recovery action?,"Roll back to the previous working version of the deployment script, identify and fix the issue, and re-run the pipeline.","Roll back to the previous working version of the deployment script, identify and fix the issue, and re-run the pipeline. maybe",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0205,exp1,procedural,deepseek-r1,"A new team member needs to set up their workstation with the department's intranet and a required module. The module requires Ruby 2.7+, but the workstation has Ruby 2.5. List the correct ordered steps.","1. Install Ruby 2.7+, 2. Configure the intranet connection, 3. Install the required module","1. Install Ruby 2.7+, 2. Configure the intranet connection, 3. Install the required module",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0206,exp1,procedural,gemma-3-27b,"A search and rescue team receives a distress call from a stranded hiker. According to the standard search and rescue protocol, what is the next step?","Ask the hiker about their location and dispatch a rescue team immediately, while continuing to assess the situation over the phone.",I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0207,exp1,procedural,deepseek-r1,"A pastry recipe requires 6 large eggs, 4 3/4 cups of confectioner's sugar, and 4 teaspoons of baking powder. If you double the recipe, what is the new amount of baking powder needed?",8 teaspoons of baking powder,8 teaspoons of baking powder maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0208,exp1,procedural,deepseek-r1,"Perform one iteration of the quicksort algorithm on the list [8, 3, 1, 7, 2, 6] with pivot 2. What are the sublists?","[1] and [3, 7, 8, 6]","[1] and [3, 7, 8, 6]",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0209,exp1,procedural,phi-4,"A database cluster has detected a failed node, resulting in a 50% reduction in query processing capacity. What is the correct recovery action?","Redirect queries to available nodes, and initiate a restart or replacement of the failed node.","Redirect queries to available nodes, and initiate a restart or replacement of the failed node.",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0210,exp1,procedural,deepseek-r1,Your Git repository is out of sync with the remote repository. What is the first step to update it?,Run 'git fetch' to update the local copy.,Run 'git fetch' to update the local copy.,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0211,exp1,procedural,llama-3.1-70b,"A code file is opened by three developers at the same time, and one developer tries to save modifications. Per standard file locking protocol, what should happen?",Prevent the developer from saving modifications and display a notification indicating that the file is locked by another developer.,Prevent the developer from saving modifications and display a notification indicating that the file is locked by another developer.,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0212,exp1,procedural,gpt-oss-120b,"A recipe for making pizza dough calls for 1 cup of warm water, 1 teaspoon of active dry yeast, and 2 cups of all-purpose flour. If you reduce the amount of yeast to 1/2 teaspoon, what adjustment should you make to the rising time?",Increase the rising time to about 2 to 2 1/2 hours.,Increase the rising time to about 2 to 2 1/2 hours.,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0213,exp1,procedural,gpt-oss-120b,"Apply the first step of the radix sort algorithm to the list [118, 23, 945, 67, 39, 85, 5, 12]. What is the list after the step?","[945, 118, 5, 12, 23, 39, 67, 85]","[945, 118, 5, 12, 23, 39, 67, 85]",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0214,exp1,procedural,llama-3.1-70b,"A data center's cooling system fails, causing a rise in server temperature. What is the correct recovery action?","Activate the emergency cooling system to rapidly reduce the server temperature, then initiate a controlled shutdown of non-essential servers.","Activate the emergency cooling system to rapidly reduce the server temperature, then initiate a controlled shutdown of non-essential servers.",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0215,exp1,procedural,gpt-oss-120b,Your Python program requires the NumPy library. You have pip installed. What's the next step?,Run 'pip install numpy',I am not sure,,incorrect,low,no clear match; ai_simulated_rater
AUD600_EXP1_0216,exp1,procedural,deepseek-r1,"A client submits an order form with an invalid shipping address. According to standard order processing protocol, what is the next action?","Reject the order, display an error message to the client, and provide options for address correction.","Reject the order, display an error message to the client, and provide options for address correction. maybe",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0217,exp1,procedural,deepseek-r1,"A recipe for baking a cake calls for preheating the oven to 400°F and cooking the cake for 30 minutes. If you reduce the oven temperature to 350°F, what adjustment should you make to the cooking time?",Increase the cooking time to about 40-45 minutes.,Increase the cooking time to about 40-45 minutes. maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0218,exp1,procedural,gpt-oss-120b,"Apply the first step of the insertion sort algorithm to the array [10, 6, 12, 8]. What is the array after the step?","[6, 10, 12, 8]","[6, 10, 12, 8]",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0219,exp1,procedural,gpt-oss-120b,"A drone's navigation system fails, causing it to lose its position. What is the correct recovery action?","Activate the drone's stabilization system to stabilize its orientation, then use backup navigation systems or remote control instructions to correct its position.","Activate the drone's stabilization system to stabilize its orientation, then use backup navigation systems or remote control instructions to correct its position. maybe",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0220,exp1,procedural,gpt-oss-120b,Your database query is slow. You know which column to index. What SQL command should you use to create the index?,CREATE INDEX,CREATE INDEX maybe,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0221,exp1,procedural,phi-4,A user submits a simple quiz with an invalid answer. What should happen?,"Reject submission, display an error message next to the answer.","Reject submission, display an error message next to the answer.",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0222,exp1,procedural,gemma-3-27b,"A recipe for making muffins calls for 1 1/2 cups of almond milk, 1 large egg, and 2 tablespoons of olive oil. If you omit the egg, what adjustment should you make to the amount of almond milk?","Increase the amount of almond milk slightly, as the egg helps to bind the ingredients together.","Increase the amount of almond milk slightly, as the egg helps to bind the ingredients together.",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0223,exp1,procedural,llama-3.1-70b,"Perform one step of the Floyd-Warshall algorithm on the graph with vertices P, Q, R, and edges (P, Q, 1), (P, R, 3), (Q, R, 2) with distance matrix [[0, 1, 3], [float('inf'), 0, 2], [float('inf'), float('inf'), 0]]. What is the updated distance matrix?","[[0, 1, 3], [float('inf'), 0, 2], [float('inf'), float('inf'), 0]]","[[0, 1, 3], [float('inf'), 0, 2], [float('inf'), float('inf'), 0]] maybe",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0224,exp1,procedural,llama-3.1-70b,A device has failed to connect to Wi-Fi due to an incorrect password. What is the correct recovery action?,Verify the password and update it if necessary.,Verify the password and update it if necessary.,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0225,exp1,procedural,gpt-oss-120b,"You want to transfer a small file to a remote server, but the server's SSH connection times out after 1 minute. What can you do to achieve this?",Use a secure copy (SCP) command with a larger SSH timeout,Use a secure copy (SCP) command with a larger SSH timeout,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0226,exp1,procedural,gemma-3-27b,A security incident involves unauthorized access to a single file. What is the first step to contain the incident?,Isolate the affected system,Isolate the affected system,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0227,exp1,procedural,phi-4,"A scone recipe requires 2 large eggs, 1 1/4 cups of granulated sugar, and 1 3/4 teaspoons of baking powder. If you double the recipe, what is the new amount of baking powder needed?",3 1/2 teaspoons of baking powder,3 1/2 teaspoons of baking powder,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0228,exp1,procedural,phi-4,"Perform one iteration of Dijkstra's algorithm on the graph with vertices X, Y, Z, and edges (X, Y, 3), (X, Z, 5), (Y, Z, 2) with starting vertex X. What is the shortest distance to vertex Z?",The shortest distance to vertex Z is 5.,The shortest distance to vertex Z is 5.,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0229,exp1,procedural,gemma-3-27b,"A research facility's primary cooling system fails, and the backup chillers have not yet engaged. What is the correct recovery action?","Initiate an immediate shutdown of all sensitive equipment to prevent overheating and damage, then activate the backup chillers to restore cooling.","Initiate an immediate shutdown of all sensitive equipment to prevent overheating and damage, then activate the backup chillers to restore cooling.",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0230,exp1,procedural,gpt-oss-120b,Your desktop computer's boot partition has been compromised and needs to be restored from a backup. The backup is stored on a cloud storage service. List the correct ordered steps.,"1. Connect to the cloud storage service, 2. Boot into a recovery environment, 3. Mount the boot partition, 4. Restore the boot partition from the backup","1. Connect to the cloud storage service, 2. Boot into a recovery environment, 3. Mount the boot partition, 4. Restore the boot partition from the backup",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0231,exp1,procedural,deepseek-r1,"A desktop application account creation is received with a passphrase that does not meet the minimum complexity requirements. Per standard desktop application validation protocol, what should happen?","Reject account creation, display an inline validation error on the passphrase field, and provide feedback on the passphrase requirements.","Reject account creation, display an inline validation error on the passphrase field, and provide feedback on the passphrase requirements. maybe",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0232,exp1,procedural,deepseek-r1,"A recipe for soup calls for 1 cup of water and 1 cup of broth. If you omit the water, what adjustment should you make to the broth?",Add an additional 1 cup of broth.,Add an additional 1 cup of broth.,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0233,exp1,procedural,llama-3.1-70b,"Apply the first step of the merge sort algorithm to the list [4, 9, 1, 7, 3, 5, 2]. What are the two halves of the list?","[4, 9, 1, 7] and [3, 5, 2]","[4, 9, 1, 7] and [3, 5, 2]",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0234,exp1,procedural,llama-3.1-70b,A food processing machine is in the middle of a production run when its heating coil fails. What is the correct recovery action?,"Immediately terminate the production run, ensure the safety of the surrounding area, and schedule a replacement production run once the machine has been repaired or replaced.","Immediately terminate the production run, ensure the safety of the surrounding area, and schedule a replacement production run once the machine has been repaired or replaced.",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0235,exp1,procedural,gemma-3-27b,"You have a small list of 3 books with titles: 'Book1', 'Book2', 'Book3'. To make searching faster, what step should you take?",Create an index of the book titles.,Create an index of the book titles.,,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0236,exp1,procedural,llama-3.1-70b,"A user submits a registration form with an expired verification code. According to standard registration protocol, what is the next action?","Reject the registration, display an error message to the user, and provide options for re-sending the verification code.","Reject the registration, display an error message to the user, and provide options for re-sending the verification code.",,correct,high,expected phrase matched; ai_simulated_rater
AUD600_EXP1_0237,exp1,procedural,phi-4,"A recipe for making waffles calls for 1 cup of buttermilk, 1 large egg, and 2 tablespoons of canola oil. If you omit the egg, what adjustment should you make to the amount of buttermilk?","Increase the amount of buttermilk slightly, as the egg helps to bind the ingredients together.","Increase the amount of buttermilk slightly, as the egg helps to bind the ingredients together.",,correct,high,expected phrase matched; ai_simulated_rater
