item_id,task_id,domain_pair,domain_a,domain_b,subcategory_a,subcategory_b,difficulty_a,difficulty_b,task_text,part1_text,part2_text,decision_options,decision_a,answer_a,decision_b,answer_b,participant_confidence,notes
HB_EXP9_0011,fixed_ari_spa_000_08,arithmetic+spatial,arithmetic,spatial,multi_step_calculation,distance_bearing,easy,hard,An engineer calculates material needs.,Pipe costs $18.50/m; 45 m needed. Total cost?,Pipes form an L: 20 m east then 25 m north. Straight-line distance from start to end (nearest whole m)?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,832.5,PROCEED,32,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0012,fixed_ari_spa_000_02,arithmetic+spatial,arithmetic,spatial,percentages_ratios,spatial_arrangement,easy,hard,A store manager tracks sales and shelving.,"Mon $1,240 + Tue $985 + Wed $1,103. Three-day total?",Products on a 5-col × 3-row shelf. A shipment fills bottom-left 2×2. Occupied slots?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,3328,PROCEED,4,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0013,fixed_ari_tem_001_06,arithmetic+temporal,arithmetic,temporal,addition_subtraction,sequence_ordering,medium,medium,A project manager tracks budget and deadlines.,"Budget $50,000. Spent $12,750 wk1 and $18,430 wk2. Remaining?","Project starts March 1, finish in 90 days. Deadline (month and day)?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,18820,PROCEED,May 30,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0014,fixed_ari_tem_001_00,arithmetic+temporal,arithmetic,temporal,estimation,duration_calculation,medium,medium,An office manager handles scheduling and payroll.,"Employee earns $28.50/hr, works 37.5 hrs this week. Gross earnings?","Meeting scheduled Tuesday 2:00 PM, postponed +2 days +3 hours. New day and time?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,1068.75,PROCEED,Thursday at 5:00 PM,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0015,fixed_lin_fac_020_04,factual+linguistic,linguistic,factual,inference_meaning,world_history,medium,easy,A cultural journalist writes about art and distinguishes word meanings.,What is an 'allusion'? A) A false belief  B) An indirect reference  C) A type of metaphor  D) A synonym,Who painted the Mona Lisa?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,PROCEED,Leonardo da Vinci,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0016,fixed_lin_fac_020_08,factual+linguistic,linguistic,factual,register_style,general_knowledge,hard,easy,A science journalist writes about biology and uses precise grammar.,Which sentence uses the subjunctive correctly? A) 'I suggest that he attends the meeting.'  B) 'I suggest that he attend the meeting.'  C) 'I suggested that he attended the meeting.'  D) 'I suggest he is attending.',How many bones are in the adult human body?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,PROCEED,206,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0017,fixed_log_fac_024_00,factual+logical,logical,factual,conditional_reasoning,science_facts,easy,easy,A science educator applies deductive reasoning and recalls biology facts.,All noble gases are chemically inert. Helium is a noble gas. Is helium chemically inert?,What is the most abundant gas in Earth's atmosphere?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,yes,PROCEED,nitrogen,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0018,fixed_log_fac_024_06,factual+logical,logical,factual,boolean_logic,culture_arts,hard,easy,A history teacher applies logical analysis to historical facts.,Democracy requires free elections. Country X holds free elections. Does Country X necessarily have a democracy?,What year was the United Nations founded?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,not necessarily,PROCEED,1945,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0019,fixed_fac_pro_030_00,factual+procedural,factual,procedural,world_history,protocol_compliance,easy,easy,A chemistry teacher covers reaction facts and lab safety procedures.,What gas is produced when baking soda and vinegar react?,Lab safety procedure: (1) put on goggles (2) put on gloves (3) conduct experiment (4) clean up spills (5) dispose of chemicals. Student conducts experiment before wearing gloves. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,carbon dioxide,PROCEED,no,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0020,fixed_fac_pro_030_05,factual+procedural,factual,procedural,world_history,protocol_compliance,easy,easy,A chemistry teacher covers reaction facts and lab safety procedures.,What gas is produced when baking soda and vinegar react?,Lab safety procedure: (1) put on goggles (2) put on gloves (3) conduct experiment (4) clean up spills (5) dispose of chemicals. Student conducts experiment before wearing gloves. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,carbon dioxide,PROCEED,no,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0021,fixed_soc_fac_026_04,factual+social,social,factual,conflict_resolution,general_knowledge,medium,easy,A journalist covers social dynamics and history.,"A person gives a gift and the recipient opens it without comment. In most Western contexts, is this polite?",Who wrote 'Pride and Prejudice'?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,Jane Austen,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0022,fixed_fac_soc_029_08,factual+social,factual,social,general_knowledge,emotion_recognition,easy,medium,An educator teaches history and classroom dynamics.,Which empire built the Colosseum in Rome? A) Greek  B) Ottoman  C) Roman  D) Byzantine,"A student always answers first and loudly, even when wrong. Others stop raising hands. What norm is disrupted?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,C,PROCEED,equitable participation or turn-taking,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0023,fixed_spa_fac_012_06,factual+spatial,spatial,factual,distance_bearing,world_history,easy,easy,An architect reviews historical building dimensions and facts.,A rectangular tower footprint: 45m × 30m. Floor area in m²?,In which city is the Eiffel Tower located?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,1350,PROCEED,Paris,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0024,fixed_spa_fac_012_01,factual+spatial,spatial,factual,distance_bearing,world_history,easy,easy,An architect reviews historical building dimensions and facts.,A rectangular tower footprint: 45m × 30m. Floor area in m²?,In which city is the Eiffel Tower located?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,1350,PROCEED,Paris,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0025,fixed_tem_fac_017_07,factual+temporal,temporal,factual,duration_calculation,geography,medium,easy,A geography teacher covers time zones and world facts.,"Flight departs London at 9:00 AM GMT, arrives New York at 11:30 AM local time (EST, UTC−5). Flight duration?",What is the longest river in the world?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,7.5 hours,PROCEED,Nile,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0026,fixed_tem_fac_017_05,factual+temporal,temporal,factual,rate_time,general_knowledge,easy,easy,A history teacher combines timeline calculations with factual recall.,World War I began in 1914 and ended in 1918. Duration in years?,Who was the first President of the United States?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,4,PROCEED,George Washington,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0027,fixed_log_lin_023_02,linguistic+logical,logical,linguistic,constraint_satisfaction,grammar_syntax,medium,medium,A contract manager checks compliance and drafts language.,"Clause: 'Payment due within 30 days OR extension granted.' Client unpaid 35 days, no extension. Clause violated?",Rewrite as active: 'The completion of the audit by the team occurred on Friday.',PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,yes,PROCEED,The team completed the audit on Friday.,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0028,fixed_log_lin_023_08,linguistic+logical,logical,linguistic,syllogisms,vocabulary_semantics,medium,medium,A software architect reviews logic and documentation.,"Function returns True if A AND (B OR C). A=True, B=False, C=True. Return value?",Antonym of 'deprecated'? A) Obsolete  B) Current  C) Supported  D) Removed,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,true,PROCEED,C,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0029,fixed_lin_pro_022_03,linguistic+procedural,linguistic,procedural,vocabulary_semantics,dependency_ordering,easy,medium,A publisher follows manuscript handling steps and checks editorial style.,Which is the correct spelling? A) Neccessary  B) Necessary  C) Necessery  D) Necesary,Manuscript handling: (1) submission (2) editorial assessment (3) peer review (4) revision (5) acceptance. Manuscript accepted before peer review. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,PROCEED,no,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0030,fixed_lin_pro_022_04,linguistic+procedural,linguistic,procedural,active_passive,constraint_following,medium,easy,A communications manager follows document approval procedures and checks grammar.,Identify the grammatical error: 'Each of the team members are responsible for their own tasks.',Approval process: (1) write (2) edit (3) legal review (4) sign-off (5) distribute. Document distributed without legal review. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,are should be is,PROCEED,no,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0031,fixed_lin_soc_021_02,linguistic+social,linguistic,social,vocabulary_semantics,perspective_taking,easy,medium,A team leader drafts meeting notes and reads team dynamics.,What is the passive voice version of: 'The team exceeded all targets'?,"In a meeting, one member dominates and others fall silent. What group dynamic is occurring? A) Synergy  B) Brainstorming  C) Social loafing  D) Social silencing",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,All targets were exceeded by the team.,PROCEED,D,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0032,fixed_lin_soc_021_06,linguistic+social,linguistic,social,grammar_syntax,norm_violation,easy,medium,An HR professional writes policies and observes team culture.,Which is a euphemism for 'layoffs'? A) Rightsizing  B) Promotion  C) Expansion  D) Recruitment,An employee receives positive feedback but immediately deflects credit to their team. What social behaviour does this best represent? A) Insecurity  B) Modesty and collaborative culture  C) Poor communication  D) Incompetence,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,A,PROCEED,B,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0033,fixed_spa_lin_009_01,linguistic+spatial,spatial,linguistic,grid_navigation,register_style,easy,easy,An interior designer plans room dimensions and writes briefs.,Room dimensions: 5.5m × 4.2m. Floor area in m²?,What is the plural of 'analysis'?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,23.1,PROCEED,analyses,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0034,fixed_spa_lin_009_06,linguistic+spatial,spatial,linguistic,grid_navigation,register_style,easy,easy,An interior designer plans room dimensions and writes briefs.,Room dimensions: 5.5m × 4.2m. Floor area in m²?,What is the plural of 'analysis'?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,23.1,PROCEED,analyses,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0035,fixed_pro_log_032_00,logical+procedural,procedural,logical,constraint_following,constraint_satisfaction,easy,easy,A quality engineer follows testing protocols.,Protocol: (1) calibrate (2) sample (3) test (4) log (5) review. Step 3 was done before step 2. Protocol violated?,Rule: log only tested samples. An untested sample was logged. Rule violated?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,yes,PROCEED,yes,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0036,fixed_pro_log_032_01,logical+procedural,procedural,logical,error_detection,syllogisms,easy,easy,A security officer follows access control procedures.,Steps: (1) scan badge (2) enter PIN (3) pass biometrics. A door opened after steps 1 and 2 without step 3. All steps completed?,Policy: biometric check is mandatory. A person entered without it. Policy satisfied?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,no,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0037,fixed_log_soc_025_06,logical+social,logical,social,conditional_reasoning,perspective_taking,easy,easy,A manager applies promotion criteria and manages expectations.,Promotion criteria: 3+ years experience AND exceed targets in at least 2 consecutive years. Candidate has 4 years experience but exceeded targets only once. Eligible?,The candidate learns they were not promoted despite meeting the experience requirement. Most likely emotional response? A) Satisfaction  B) Indifference  C) Frustration or disappointment  D) Relief,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,C,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0038,fixed_log_soc_025_07,logical+social,logical,social,boolean_logic,conflict_resolution,easy,hard,A negotiator checks agreement conditions and reads social dynamics.,Agreement holds only if BOTH parties comply. One party complied; the other did not. Is the agreement in force?,The non-compliant party claims ignorance of the terms. What social mechanism is this? A) Bad faith negotiation  B) Plausible deniability  C) Competitive bargaining  D) Escalation,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,B,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0039,fixed_spa_log_010_08,logical+spatial,spatial,logical,spatial_arrangement,constraint_satisfaction,medium,medium,A safety inspector checks occupancy limits for a room.,Room: 6m × 4m with a 1m × 1m structural column. Net floor area in m²?,Building code: minimum 4 m² net floor area per occupant. What is the maximum number of occupants allowed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,23,PROCEED,5,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0040,fixed_spa_log_010_02,logical+spatial,spatial,logical,grid_navigation,pattern_inference,medium,easy,An engineer designs a cylindrical storage tank and checks regulations.,"Cylindrical tank: radius 3m, height 5m. Volume in m³ (π ≈ 3.14)?","Regulation: tanks exceeding 150 m³ require an overflow valve. Based on your answer, does this tank require one?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,141.3,PROCEED,no,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0041,fixed_tem_log_015_08,logical+temporal,temporal,logical,rate_time,constraint_satisfaction,easy,medium,An operations manager tracks maintenance schedules.,Machine last serviced January 1. Must be serviced every 90 days. Next service due?,"If the next service falls in Q2 (April–June), a different crew handles it. Based on your answer, which crew?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,April 1,PROCEED,Q2 crew,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0042,fixed_tem_log_015_06,logical+temporal,temporal,logical,sequence_ordering,boolean_logic,medium,easy,A scheduler manages project timelines.,Project kickoff: Monday Feb 3. Milestone A in 2 weeks. Milestone B: 3 weeks after A. Milestone B date?,"Rule: if Milestone B is before March 14, proceed to Phase 2. Based on your answer, proceed?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,March 10,PROCEED,yes,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0043,fixed_soc_pro_027_04,procedural+social,social,procedural,perspective_taking,constraint_following,hard,easy,A supervisor handles a bystander situation and follows incident reporting procedures.,An employee witnesses workplace harassment but says nothing fearing retaliation. What social phenomenon explains this? A) Bystander effect  B) Social loafing  C) Diffusion of responsibility  D) Both A and C,Reporting procedure: (1) document incident (2) report to supervisor (3) HR review (4) investigation (5) outcome communication. Supervisor launches investigation before HR review. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,D,PROCEED,no,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0044,fixed_soc_pro_027_02,procedural+social,social,procedural,emotion_recognition,protocol_compliance,medium,easy,A facilitator runs a brainstorming workshop and follows group process steps.,Participants in a brainstorming session start critiquing ideas as soon as they are raised. What brainstorming norm is being violated?,Workshop procedure: (1) set ground rules (2) warm-up (3) brainstorm (4) prioritise (5) action planning. Group jumps from brainstorming directly to action planning. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,deferred judgment or withhold criticism,PROCEED,no,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0045,fixed_spa_pro_013_01,procedural+spatial,spatial,procedural,spatial_arrangement,error_detection,medium,easy,A warehouse manager calculates pallet capacity and follows stock protocols.,Warehouse floor: 30m × 20m. Each pallet has a footprint of 1.2m × 1m. How many pallets fit (floor area only)?,Protocol: (1) receive goods (2) scan items (3) quality check (4) assign shelf (5) shelve. A shipment is shelved before scanning. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,500,PROCEED,no,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0046,fixed_spa_pro_013_04,procedural+spatial,spatial,procedural,3d_geometry,dependency_ordering,medium,easy,An interior designer measures furniture footprints and checks the design process.,"Furniture footprints: sofa 3m × 1m, dining table 2m × 1m, coffee table 1.2m × 0.8m. Combined footprint area in m²?",Design process: (1) client brief (2) concept design (3) client approval (4) procurement (5) installation. Designer begins procurement before receiving client approval. Process correctly followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,5.96,PROCEED,no,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0047,fixed_tem_pro_018_05,procedural+temporal,temporal,procedural,calendar_date,constraint_following,medium,easy,A factory supervisor manages processes and scheduling.,Quality checks start 7:00 AM every 90 minutes. Time of the 5th check?,Protocol: (1) visual inspection (2) weight check (3) electrical test (4) packaging. Shipment skips step 3. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,1:00 PM,PROCEED,no,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0048,fixed_tem_pro_018_00,procedural+temporal,temporal,procedural,calendar_date,constraint_following,medium,easy,A factory supervisor manages processes and scheduling.,Quality checks start 7:00 AM every 90 minutes. Time of the 5th check?,Protocol: (1) visual inspection (2) weight check (3) electrical test (4) packaging. Shipment skips step 3. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,1:00 PM,PROCEED,no,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0049,fixed_spa_soc_011_08,social+spatial,spatial,social,grid_navigation,conflict_resolution,medium,medium,A school principal plans classroom seating arrangements.,Classroom: 10m × 8m. Teacher's area at the front takes a 10m × 1.5m strip. Remaining student area in m²?,Students in rows perform worse on collaborative tasks than students seated in clusters. Most likely explanation?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,65,PROCEED,row seating inhibits peer interaction and collaboration,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
HB_EXP9_0050,fixed_spa_soc_011_03,social+spatial,spatial,social,grid_navigation,conflict_resolution,medium,medium,A school principal plans classroom seating arrangements.,Classroom: 10m × 8m. Teacher's area at the front takes a 10m × 1.5m strip. Remaining student area in m²?,Students in rows perform worse on collaborative tasks than students seated in clusters. Most likely explanation?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,65,PROCEED,row seating inhibits peer interaction and collaboration,0.95,AI_GENERATED_NOT_HUMAN;BEST_EFFORT_FROM_ANSWER_KEYS_NO_INTENTIONAL_ERRORS
