request_id,timestamp_utc,workflow,risk_tier,input_text,model_decision,model_answer
EV_0013,2026-03-01T01:24:00Z,code_review,critical,Operator receives mixed-signal evidence packet #13 | Resolve case 13 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=code_review workflow case 13
EV_0014,2026-03-01T01:31:00Z,sales_ops,critical,Operator receives mixed-signal evidence packet #14 | Resolve case 14 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=sales_ops workflow case 14
EV_0015,2026-03-01T01:38:00Z,sales_ops,low,Operator receives mixed-signal evidence packet #15 | Resolve case 15 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=sales_ops workflow case 15
EV_0016,2026-03-01T01:45:00Z,clinical_admin,high,Operator receives mixed-signal evidence packet #16 | Resolve case 16 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=clinical_admin workflow case 16
EV_0017,2026-03-01T01:52:00Z,code_review,high,Operator receives mixed-signal evidence packet #17 | Resolve case 17 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=code_review workflow case 17
EV_0018,2026-03-01T01:59:00Z,billing_support,low,Operator receives mixed-signal evidence packet #18 | Resolve case 18 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=billing_support workflow case 18
EV_0019,2026-03-01T02:06:00Z,code_review,high,Operator receives mixed-signal evidence packet #19 | Resolve case 19 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=code_review workflow case 19
EV_0020,2026-03-01T02:13:00Z,fraud_screening,high,Operator receives mixed-signal evidence packet #20 | Resolve case 20 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=fraud_screening workflow case 20
EV_0021,2026-03-01T02:20:00Z,incident_triage,medium,Operator receives mixed-signal evidence packet #21 | Resolve case 21 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=incident_triage workflow case 21
EV_0022,2026-03-01T02:27:00Z,fraud_screening,low,Operator receives mixed-signal evidence packet #22 | Resolve case 22 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=fraud_screening workflow case 22
EV_0023,2026-03-01T02:34:00Z,billing_support,high,Operator receives mixed-signal evidence packet #23 | Resolve case 23 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=billing_support workflow case 23
EV_0024,2026-03-01T02:41:00Z,billing_support,critical,Operator receives mixed-signal evidence packet #24 | Resolve case 24 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=billing_support workflow case 24
EV_0025,2026-03-01T02:48:00Z,supply_chain,medium,Operator receives mixed-signal evidence packet #25 | Resolve case 25 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=supply_chain workflow case 25
EV_0026,2026-03-01T02:55:00Z,clinical_admin,low,Operator receives mixed-signal evidence packet #26 | Resolve case 26 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=clinical_admin workflow case 26
EV_0027,2026-03-01T03:02:00Z,supply_chain,high,Operator receives mixed-signal evidence packet #27 | Resolve case 27 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=supply_chain workflow case 27
EV_0028,2026-03-01T03:09:00Z,billing_support,low,Operator receives mixed-signal evidence packet #28 | Resolve case 28 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=billing_support workflow case 28
EV_0029,2026-03-01T03:16:00Z,code_review,medium,Operator receives mixed-signal evidence packet #29 | Resolve case 29 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=code_review workflow case 29
EV_0030,2026-03-01T03:23:00Z,code_review,low,Operator receives mixed-signal evidence packet #30 | Resolve case 30 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=code_review workflow case 30
EV_0031,2026-03-01T03:30:00Z,sales_ops,high,Operator receives mixed-signal evidence packet #31 | Resolve case 31 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=sales_ops workflow case 31
EV_0032,2026-03-01T03:37:00Z,billing_support,medium,Operator receives mixed-signal evidence packet #32 | Resolve case 32 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=billing_support workflow case 32
EV_0033,2026-03-01T03:44:00Z,supply_chain,medium,Operator receives mixed-signal evidence packet #33 | Resolve case 33 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=supply_chain workflow case 33
EV_0034,2026-03-01T03:51:00Z,fraud_screening,medium,Operator receives mixed-signal evidence packet #34 | Resolve case 34 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=fraud_screening workflow case 34
EV_0035,2026-03-01T03:58:00Z,code_review,high,Operator receives mixed-signal evidence packet #35 | Resolve case 35 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=code_review workflow case 35
EV_0036,2026-03-01T04:05:00Z,supply_chain,high,Operator receives mixed-signal evidence packet #36 | Resolve case 36 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=supply_chain workflow case 36
EV_0037,2026-03-01T04:12:00Z,incident_triage,high,Operator receives mixed-signal evidence packet #37 | Resolve case 37 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=incident_triage workflow case 37
EV_0038,2026-03-01T04:19:00Z,incident_triage,medium,Operator receives mixed-signal evidence packet #38 | Resolve case 38 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=incident_triage workflow case 38
EV_0039,2026-03-01T04:26:00Z,supply_chain,low,Operator receives mixed-signal evidence packet #39 | Resolve case 39 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=supply_chain workflow case 39
EV_0040,2026-03-01T04:33:00Z,clinical_admin,medium,Operator receives mixed-signal evidence packet #40 | Resolve case 40 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=clinical_admin workflow case 40
EV_0041,2026-03-01T04:40:00Z,clinical_admin,high,Operator receives mixed-signal evidence packet #41 | Resolve case 41 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=clinical_admin workflow case 41
EV_0042,2026-03-01T04:47:00Z,sales_ops,medium,Operator receives mixed-signal evidence packet #42 | Resolve case 42 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=sales_ops workflow case 42
EV_0043,2026-03-01T04:54:00Z,fraud_screening,low,Operator receives mixed-signal evidence packet #43 | Resolve case 43 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=fraud_screening workflow case 43
EV_0044,2026-03-01T05:01:00Z,code_review,low,Operator receives mixed-signal evidence packet #44 | Resolve case 44 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=code_review workflow case 44
EV_0045,2026-03-01T05:08:00Z,supply_chain,low,Operator receives mixed-signal evidence packet #45 | Resolve case 45 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=supply_chain workflow case 45
EV_0046,2026-03-01T05:15:00Z,code_review,high,Operator receives mixed-signal evidence packet #46 | Resolve case 46 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=code_review workflow case 46
EV_0047,2026-03-01T05:22:00Z,legal_intake,high,Operator receives mixed-signal evidence packet #47 | Resolve case 47 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=legal_intake workflow case 47
EV_0048,2026-03-01T05:29:00Z,clinical_admin,medium,Operator receives mixed-signal evidence packet #48 | Resolve case 48 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=clinical_admin workflow case 48
EV_0049,2026-03-01T05:36:00Z,clinical_admin,low,Operator receives mixed-signal evidence packet #49 | Resolve case 49 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=clinical_admin workflow case 49
EV_0050,2026-03-01T05:43:00Z,legal_intake,high,Operator receives mixed-signal evidence packet #50 | Resolve case 50 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=legal_intake workflow case 50
EV_0051,2026-03-01T05:50:00Z,billing_support,medium,Operator receives mixed-signal evidence packet #51 | Resolve case 51 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=billing_support workflow case 51
EV_0052,2026-03-01T05:57:00Z,incident_triage,low,Operator receives mixed-signal evidence packet #52 | Resolve case 52 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=incident_triage workflow case 52
EV_0053,2026-03-01T06:04:00Z,supply_chain,high,Operator receives mixed-signal evidence packet #53 | Resolve case 53 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=supply_chain workflow case 53
EV_0054,2026-03-01T06:11:00Z,sales_ops,critical,Operator receives mixed-signal evidence packet #54 | Resolve case 54 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=sales_ops workflow case 54
EV_0055,2026-03-01T06:18:00Z,billing_support,low,Operator receives mixed-signal evidence packet #55 | Resolve case 55 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=billing_support workflow case 55
EV_0056,2026-03-01T06:25:00Z,supply_chain,low,Operator receives mixed-signal evidence packet #56 | Resolve case 56 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=supply_chain workflow case 56
EV_0057,2026-03-01T06:32:00Z,supply_chain,low,Operator receives mixed-signal evidence packet #57 | Resolve case 57 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=supply_chain workflow case 57
EV_0058,2026-03-01T06:39:00Z,legal_intake,medium,Operator receives mixed-signal evidence packet #58 | Resolve case 58 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=legal_intake workflow case 58
EV_0059,2026-03-01T06:46:00Z,sales_ops,high,Operator receives mixed-signal evidence packet #59 | Resolve case 59 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=sales_ops workflow case 59
EV_0060,2026-03-01T06:53:00Z,billing_support,critical,Operator receives mixed-signal evidence packet #60 | Resolve case 60 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=billing_support workflow case 60
EV_0061,2026-03-01T07:00:00Z,clinical_admin,high,Operator receives mixed-signal evidence packet #61 | Resolve case 61 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=clinical_admin workflow case 61
EV_0062,2026-03-01T07:07:00Z,fraud_screening,high,Operator receives mixed-signal evidence packet #62 | Resolve case 62 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=fraud_screening workflow case 62
EV_0063,2026-03-01T07:14:00Z,sales_ops,critical,Operator receives mixed-signal evidence packet #63 | Resolve case 63 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=sales_ops workflow case 63
EV_0064,2026-03-01T07:21:00Z,clinical_admin,high,Operator receives mixed-signal evidence packet #64 | Resolve case 64 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=clinical_admin workflow case 64
EV_0065,2026-03-01T07:28:00Z,fraud_screening,low,Operator receives mixed-signal evidence packet #65 | Resolve case 65 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=fraud_screening workflow case 65
EV_0066,2026-03-01T07:35:00Z,supply_chain,medium,Operator receives mixed-signal evidence packet #66 | Resolve case 66 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=supply_chain workflow case 66
EV_0067,2026-03-01T07:42:00Z,sales_ops,high,Operator receives mixed-signal evidence packet #67 | Resolve case 67 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=sales_ops workflow case 67
EV_0068,2026-03-01T07:49:00Z,sales_ops,medium,Operator receives mixed-signal evidence packet #68 | Resolve case 68 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=sales_ops workflow case 68
EV_0069,2026-03-01T07:56:00Z,billing_support,medium,Operator receives mixed-signal evidence packet #69 | Resolve case 69 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=billing_support workflow case 69
EV_0070,2026-03-01T08:03:00Z,billing_support,high,Operator receives mixed-signal evidence packet #70 | Resolve case 70 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=billing_support workflow case 70
EV_0071,2026-03-01T08:10:00Z,billing_support,medium,Operator receives mixed-signal evidence packet #71 | Resolve case 71 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=billing_support workflow case 71
EV_0072,2026-03-01T08:17:00Z,clinical_admin,high,Operator receives mixed-signal evidence packet #72 | Resolve case 72 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=clinical_admin workflow case 72
EV_0073,2026-03-01T08:24:00Z,legal_intake,low,Operator receives mixed-signal evidence packet #73 | Resolve case 73 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=legal_intake workflow case 73
EV_0074,2026-03-01T08:31:00Z,legal_intake,low,Operator receives mixed-signal evidence packet #74 | Resolve case 74 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=legal_intake workflow case 74
EV_0075,2026-03-01T08:38:00Z,legal_intake,medium,Operator receives mixed-signal evidence packet #75 | Resolve case 75 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=legal_intake workflow case 75
EV_0076,2026-03-01T08:45:00Z,fraud_screening,medium,Operator receives mixed-signal evidence packet #76 | Resolve case 76 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=fraud_screening workflow case 76
EV_0077,2026-03-01T08:52:00Z,code_review,medium,Operator receives mixed-signal evidence packet #77 | Resolve case 77 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=code_review workflow case 77
EV_0078,2026-03-01T08:59:00Z,clinical_admin,medium,Operator receives mixed-signal evidence packet #78 | Resolve case 78 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=clinical_admin workflow case 78
EV_0079,2026-03-01T09:06:00Z,supply_chain,high,Operator receives mixed-signal evidence packet #79 | Resolve case 79 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=supply_chain workflow case 79
EV_0080,2026-03-01T09:13:00Z,legal_intake,low,Operator receives mixed-signal evidence packet #80 | Resolve case 80 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=legal_intake workflow case 80
EV_0081,2026-03-01T09:20:00Z,code_review,medium,Operator receives mixed-signal evidence packet #81 | Resolve case 81 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=code_review workflow case 81
EV_0082,2026-03-01T09:27:00Z,supply_chain,medium,Operator receives mixed-signal evidence packet #82 | Resolve case 82 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=supply_chain workflow case 82
EV_0083,2026-03-01T09:34:00Z,supply_chain,high,Operator receives mixed-signal evidence packet #83 | Resolve case 83 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=supply_chain workflow case 83
EV_0084,2026-03-01T09:41:00Z,billing_support,low,Operator receives mixed-signal evidence packet #84 | Resolve case 84 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=billing_support workflow case 84
EV_0085,2026-03-01T09:48:00Z,code_review,low,Operator receives mixed-signal evidence packet #85 | Resolve case 85 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=code_review workflow case 85
EV_0086,2026-03-01T09:55:00Z,code_review,medium,Operator receives mixed-signal evidence packet #86 | Resolve case 86 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=code_review workflow case 86
EV_0087,2026-03-01T10:02:00Z,supply_chain,medium,Operator receives mixed-signal evidence packet #87 | Resolve case 87 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=supply_chain workflow case 87
EV_0088,2026-03-01T10:09:00Z,billing_support,medium,Operator receives mixed-signal evidence packet #88 | Resolve case 88 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=billing_support workflow case 88
EV_0089,2026-03-01T10:16:00Z,billing_support,high,Operator receives mixed-signal evidence packet #89 | Resolve case 89 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=billing_support workflow case 89
EV_0090,2026-03-01T10:23:00Z,billing_support,medium,Operator receives mixed-signal evidence packet #90 | Resolve case 90 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=billing_support workflow case 90
EV_0091,2026-03-01T10:30:00Z,billing_support,high,Operator receives mixed-signal evidence packet #91 | Resolve case 91 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=billing_support workflow case 91
EV_0092,2026-03-01T10:37:00Z,code_review,medium,Operator receives mixed-signal evidence packet #92 | Resolve case 92 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=code_review workflow case 92
EV_0093,2026-03-01T10:44:00Z,billing_support,medium,Operator receives mixed-signal evidence packet #93 | Resolve case 93 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=billing_support workflow case 93
EV_0094,2026-03-01T10:51:00Z,incident_triage,low,Operator receives mixed-signal evidence packet #94 | Resolve case 94 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=incident_triage workflow case 94
EV_0095,2026-03-01T10:58:00Z,clinical_admin,medium,Operator receives mixed-signal evidence packet #95 | Resolve case 95 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=clinical_admin workflow case 95
EV_0096,2026-03-01T11:05:00Z,legal_intake,low,Operator receives mixed-signal evidence packet #96 | Resolve case 96 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=legal_intake workflow case 96
EV_0097,2026-03-01T11:12:00Z,code_review,high,Operator receives mixed-signal evidence packet #97 | Resolve case 97 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=code_review workflow case 97
EV_0098,2026-03-01T11:19:00Z,supply_chain,high,Operator receives mixed-signal evidence packet #98 | Resolve case 98 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=supply_chain workflow case 98
EV_0099,2026-03-01T11:26:00Z,sales_ops,medium,Operator receives mixed-signal evidence packet #99 | Resolve case 99 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=sales_ops workflow case 99
EV_0100,2026-03-01T11:33:00Z,fraud_screening,low,Operator receives mixed-signal evidence packet #100 | Resolve case 100 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=fraud_screening workflow case 100
EV_0101,2026-03-01T11:40:00Z,supply_chain,critical,Operator receives mixed-signal evidence packet #101 | Resolve case 101 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=supply_chain workflow case 101
EV_0102,2026-03-01T11:47:00Z,incident_triage,medium,Operator receives mixed-signal evidence packet #102 | Resolve case 102 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=incident_triage workflow case 102
EV_0103,2026-03-01T11:54:00Z,code_review,critical,Operator receives mixed-signal evidence packet #103 | Resolve case 103 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=code_review workflow case 103
EV_0104,2026-03-01T12:01:00Z,supply_chain,high,Operator receives mixed-signal evidence packet #104 | Resolve case 104 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=supply_chain workflow case 104
EV_0105,2026-03-01T12:08:00Z,clinical_admin,medium,Operator receives mixed-signal evidence packet #105 | Resolve case 105 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=clinical_admin workflow case 105
EV_0106,2026-03-01T12:15:00Z,incident_triage,low,Operator receives mixed-signal evidence packet #106 | Resolve case 106 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=incident_triage workflow case 106
EV_0107,2026-03-01T12:22:00Z,sales_ops,medium,Operator receives mixed-signal evidence packet #107 | Resolve case 107 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=sales_ops workflow case 107
EV_0108,2026-03-01T12:29:00Z,supply_chain,high,Operator receives mixed-signal evidence packet #108 | Resolve case 108 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=supply_chain workflow case 108
EV_0109,2026-03-01T12:36:00Z,supply_chain,medium,Operator receives mixed-signal evidence packet #109 | Resolve case 109 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=supply_chain workflow case 109
EV_0110,2026-03-01T12:43:00Z,supply_chain,high,Operator receives mixed-signal evidence packet #110 | Resolve case 110 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=supply_chain workflow case 110
EV_0111,2026-03-01T12:50:00Z,billing_support,low,Operator receives mixed-signal evidence packet #111 | Resolve case 111 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=billing_support workflow case 111
EV_0112,2026-03-01T12:57:00Z,sales_ops,medium,Operator receives mixed-signal evidence packet #112 | Resolve case 112 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=sales_ops workflow case 112
EV_0113,2026-03-01T13:04:00Z,sales_ops,medium,Operator receives mixed-signal evidence packet #113 | Resolve case 113 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=sales_ops workflow case 113
EV_0114,2026-03-01T13:11:00Z,incident_triage,medium,Operator receives mixed-signal evidence packet #114 | Resolve case 114 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=incident_triage workflow case 114
EV_0115,2026-03-01T13:18:00Z,supply_chain,low,Operator receives mixed-signal evidence packet #115 | Resolve case 115 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=supply_chain workflow case 115
EV_0116,2026-03-01T13:25:00Z,billing_support,medium,Operator receives mixed-signal evidence packet #116 | Resolve case 116 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=billing_support workflow case 116
EV_0117,2026-03-01T13:32:00Z,clinical_admin,low,Operator receives mixed-signal evidence packet #117 | Resolve case 117 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=clinical_admin workflow case 117
EV_0118,2026-03-01T13:39:00Z,fraud_screening,medium,Operator receives mixed-signal evidence packet #118 | Resolve case 118 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=fraud_screening workflow case 118
EV_0119,2026-03-01T13:46:00Z,clinical_admin,high,Operator receives mixed-signal evidence packet #119 | Resolve case 119 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=clinical_admin workflow case 119
EV_0120,2026-03-01T13:53:00Z,supply_chain,medium,Operator receives mixed-signal evidence packet #120 | Resolve case 120 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=supply_chain workflow case 120
EV_0121,2026-03-01T14:00:00Z,sales_ops,medium,Operator receives mixed-signal evidence packet #121 | Resolve case 121 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=sales_ops workflow case 121
EV_0122,2026-03-01T14:07:00Z,code_review,high,Operator receives mixed-signal evidence packet #122 | Resolve case 122 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=code_review workflow case 122
EV_0123,2026-03-01T14:14:00Z,code_review,low,Operator receives mixed-signal evidence packet #123 | Resolve case 123 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=code_review workflow case 123
EV_0124,2026-03-01T14:21:00Z,fraud_screening,low,Operator receives mixed-signal evidence packet #124 | Resolve case 124 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=fraud_screening workflow case 124
EV_0125,2026-03-01T14:28:00Z,incident_triage,critical,Operator receives mixed-signal evidence packet #125 | Resolve case 125 under policy constraints and provide final action,FLAG_FOR_REVIEW,decision=FLAG_FOR_REVIEW; scenario=incident_triage workflow case 125
EV_0126,2026-03-01T14:35:00Z,incident_triage,medium,Operator receives mixed-signal evidence packet #126 | Resolve case 126 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=incident_triage workflow case 126
EV_0127,2026-03-01T14:42:00Z,code_review,medium,Operator receives mixed-signal evidence packet #127 | Resolve case 127 under policy constraints and provide final action,PROCEED,decision=PROCEED; scenario=code_review workflow case 127
